Category,Name,Neighborhood,Vicinity,Off-route (mi),Miles to finish
restaurant,McDonald's,Jersey City,"2873 John F. Kennedy Boulevard, Jersey City",0.48,58.7
restaurant,Sapthagiri Taste Of India,Jersey City,"737 Newark Avenue, Jersey City",0.73,58.7
restaurant,Crema,Jersey City,"1 Duncan Avenue, Jersey City",0.15,58.68
park,Culinary Arts Plaza: Hudson County Community College Park,Jersey City,"141 Sip Avenue, Jersey City",0.4,58.68
cafe,El Saraya Coffee shop,Jersey City,"134 Vroom Street, Jersey City",0.24,58.67
park,Museum of Jersey City History at the Van Wagenen (Apple Tree) House,Jersey City,"298 Academy Street, Jersey City",0.33,58.66
restaurant,Deccan Spice,Jersey City,"771 Newark Avenue, Jersey City",0.71,58.61
restaurant,White Castle,Jersey City,"2995 John F. Kennedy Boulevard, Jersey City",0.76,58.61
restaurant,Dosa Hut,Jersey City,"777 Newark Avenue, Jersey City",0.71,58.6
restaurant,Paratha Junction,Jersey City,"779 Newark Avenue, Jersey City",0.71,58.6
restaurant,VIP Restaurant JSQ - Barshay's,Jersey City,"175 Sip Avenue, Jersey City",0.37,58.57
restaurant,Rasoi,Jersey City,"810 Newark Avenue, Jersey City",0.71,58.52
restaurant,Rajbhog Sweets,Jersey City,"812 Newark Avenue, Jersey City",0.7,58.52
park,Brett Triangle Park,Jersey City,"848 Pavonia Avenue, Jersey City",0.53,58.5
park,Boyd-McGuiness Park,Jersey City,Jersey City,0.15,58.48
park,LaPointe Park,Jersey City,Jersey City,0.19,58.46
restaurant,Dunkin',Jersey City,"31 Broadway, Jersey City",0.58,58.37
restaurant,modcup coffee co.,Jersey City,"25 Senate Place #3, Jersey City",0.72,58.36
restaurant,Samakmak,Jersey City,"772 West Side Avenue, Jersey City",0.01,58.18
park,Compost Center,Jersey City,"92 Kensington Avenue, Jersey City",0.22,58.17
cafe,Delish Juice Bar,Jersey City,"718 West Side Avenue, Jersey City",0.12,58.17
restaurant,Stormy Cafe,Jersey City,"738 West Side Avenue, Jersey City",0.09,58.17
restaurant,Bergen Arts Cafe,Jersey City,"475 Bergen Avenue, Jersey City",0.64,58.17
restaurant,Gusto Latino,Jersey City,"745 West Side Avenue, Jersey City",0.07,58.17
restaurant,Domino's Pizza,Jersey City,"741A Communipaw Avenue A, Jersey City",0.51,58.17
park,Rugbratz.inc,Jersey City,"754 Communipaw Avenue, Jersey City",0.46,58.17
park,Lincoln Park Fountain,Jersey City,"000, Jersey City",0.24,58.05
restaurant,Super Hero Sub Shop,Jersey City,"266 Duncan Avenue, Jersey City",0.01,57.92
restaurant,Wonder Bagels,Jersey City,"433 Sip Avenue, Jersey City",0.37,57.79
park,Healthy Greens JC,Jersey City,"400 U.S. Route 1 Building #8, Jersey City",0.49,57.79
restaurant,China Garden,Jersey City,"553 West Side Avenue, Jersey City",0.52,57.55
park,Lincoln Park,Jersey City,"1 County Road 605, Jersey City",0.19,57.55
park,Hudson County Parks & Rec Department,Jersey City,"Lincoln Park, Jersey City",0.34,57.55
restaurant,Creme Brewtique,Jersey City,"558 West Side Avenue, Jersey City",0.52,57.55
restaurant,Checkers,Jersey City,"823 Communipaw Avenue, Jersey City",0.43,57.55
park,Lincoln Park Little League,Jersey City,"175 Lincoln Park, Jersey City",0.04,57.55
park,Edgewood Lake,Jersey City,Jersey City,0.14,57.55
park,Lincoln park fountain 2,Jersey City,Jersey City,0.15,57.55
park,Sidewalk Water Lake,Jersey City,Jersey City,0.16,57.55
park,Francis X Burke Administration Building,Jersey City,"175 Lincoln Park, Jersey City",0.34,57.55
restaurant,Dunkin',Jersey City,"511 West Side Avenue, Jersey City",0.59,57.54
restaurant,McDonald's,Jersey City,"891 Communipaw Avenue, Jersey City",0.33,57.54
restaurant,Romano's Pizzeria,Jersey City,"508 West Side Avenue, Jersey City",0.61,57.54
restaurant,Victory Chicken House,Jersey City,"537A West Side Avenue, Jersey City",0.54,57.54
park,Lincoln Park Mini Dog Run,Jersey City,"33 Nunda Avenue, Jersey City",0.26,57.54
park,Lincoln Park Picnic Area,Jersey City,Jersey City,0.26,57.54
park,RCE Learning Garden Lincoln Park,Jersey City,"Communipaw Ave, Marcy Avenue At, Jersey City",0.22,57.53
park,Parque,Jersey City,"45 U.S. 1 Truck, Jersey City",0.06,57.44
park,Lincoln Park West Wetlands & Nature Trail,Jersey City,"Lincoln Park, Jersey City",0.04,57.17
park,Lincoln Park Dog Run,Jersey City,Jersey City,0.02,57.13
restaurant,Dunkin',Jersey City,"725 New Jersey 440, Jersey City",0.17,57.06
restaurant,PATIO COFFEE SHOP,Jersey City,"80 Mallory Avenue, Jersey City",0.59,57.06
cafe,Cafe Littles,Jersey City,"80 Mallory Avenue, Jersey City",0.6,57.06
restaurant,Jersey & Co. Gelato,Jersey City,"55 Mallory Avenue, Jersey City",0.62,57.06
cafe,Three Thirds Cafe,Jersey City,"400 Claremont Avenue, Jersey City",0.69,57.06
restaurant,Treehouse Coffee Shop,Jersey City,"434A West Side Avenue, Jersey City",0.71,57.06
restaurant,Cosy Cup Library (Café),Jersey City,"424 West Side Avenue, Jersey City",0.73,57.06
restaurant,Lil M Bubble Tea (Jersey City),Jersey City,"305 West Side Avenue, Jersey City",0.85,57.06
restaurant,IHOP,Jersey City,"700 Route 440 c/o IHOP #4686, Jersey City",0.19,57.06
restaurant,Blue Ribbon Kitchen,Jersey City,"195 Mallory Avenue, Jersey City",0.39,57.06
restaurant,Subway,Jersey City,"366 West Side Avenue, Jersey City",0.78,57.06
restaurant,Henry Wok,Jersey City,"354 West Side Avenue, Jersey City",0.81,57.06
restaurant,Palm Court,Jersey City,"412 West Side Avenue, Jersey City",0.74,57.06
restaurant,Coffee Beanery,Jersey City,"701 New Jersey 440, Jersey City",0.31,56.99
restaurant,Starbucks,Jersey City,"3 Bennett Street, Jersey City",0.39,56.99
restaurant,Taco Bell,Jersey City,"701 New Jersey 440, Jersey City",0.45,56.99
restaurant,Chuck E. Cheese,Jersey City,"701 New Jersey 440 #383, Jersey City",0.26,56.99
restaurant,Applebee's Grill + Bar,Jersey City,"Hudson Mall, 701 New Jersey 440, Jersey City",0.36,56.99
restaurant,Popeyes Louisiana Kitchen,Jersey City,"Hudson Mall, 701 New Jersey 440, Jersey City",0.31,56.99
restaurant,Hibachi Grill & Supreme Buffet,Jersey City,"701 New Jersey 440, Jersey City",0.29,56.98
restaurant,Gold Roast,Kearny,"78 John Miller Way, Kearny",0.41,56.34
restaurant,Gramps Kitchen,Kearny,"78 John Miller Way, Kearny",0.39,56.34
restaurant,Dry Dock Bistro,Kearny,"78 John Miller Way, Kearny",0.4,56.34
restaurant,Sprig Market,Kearny,"78 John Miller Way, Kearny",0.4,56.34
restaurant,Pikeview Diner,Kearny,"1 Hackensack Avenue, Kearny",0.01,56.24
restaurant,"Mexican Taqueria ""El Paso""",Kearny,"1 Hackensack Avenue suite 2, Kearny",0.01,56.24
restaurant,Gus Food Truck,Kearny,"55 Hackensack Avenue, Kearny",0.01,56.03
restaurant,Subway,Kearny,"61 Lincoln Hwy, South Suite 6, Kearny",0.02,55.53
restaurant,Mana Spanish Food,Kearny,"61 Lincoln Highway suite 5, Kearny",0.03,55.53
cafe,Char & Stave,Kearny,"71 Central Avenue, Kearny",0.72,55.45
restaurant,Hi Five Flavor Food,Kearny,"40 Jacobus Avenue, Kearny",0.18,55.28
restaurant,luna Bella MEDITERRANEAN FOOD ( HALAL ),Newark,"254 Doremus Avenue, Newark",0.62,54.95
restaurant,Luna Bella mediterranean food ( HALAL),Newark,"254 Doremus Avenue, Newark",0.62,54.95
restaurant,Farmer's Fridge,Newark,"Located in the vending bank, 173 Doremus Avenue, Newark",0.42,54.92
restaurant,Delta Cafés,Newark,"574 Ferry Street, Newark",0.02,54.07
restaurant,Vic's Cafe,Newark,"478 Ferry Street, Newark",0.17,53.77
cafe,Cantinho D'Avo,Newark,"478 Ferry Street, Newark",0.17,53.77
park,Essex County Riverfront Park,Newark,"1-3 Brill Street, Newark",0.03,53.65
water,Drinking fountain,Harrison,"728 Harrison Ave, Harrison",1.03,53.56
park,West Hudson Park,Harrison,"Schyuler Avenue &, Davis Ave, Harrison",1.31,53.56
park,Fitness Zone - Newark Riverfront Park,Newark,"5, 87G7PVM3+C7 635, Raymond Boulevard, Newark",0.02,53.5
cafe,Costa Nova Cafe,Newark,"37 Saint Charles Street, Newark",0.34,53.42
park,Down Bottom Farms,Newark,"371-395 Ferry Street, Newark",0.26,53.42
restaurant,Spanish Sangria,Newark,"157 Magazine Street, Newark",0.63,53.38
park,Lotus Flowers Cleaning | House Cleaning Services in Newark - NJ,Newark,"81 Kossuth Street, Newark",0.61,53.37
restaurant,Dunkin',Newark,"192 Wilson Avenue, Newark",0.74,53.3
park,Newark Riverfront Park - Somme Street Entrance,Newark,"709 Raymond Boulevard, Newark",,53.3
restaurant,Subway,Newark,"285 Ferry Street, Newark",0.29,53.27
restaurant,Domino's Pizza,Newark,"121 Wilson Avenue, Newark",0.57,53.23
restaurant,Dunkin',Newark,"596 Market Street, Newark",0.13,53.21
restaurant,Krug's Tavern,Newark,"118 Wilson Avenue, Newark",0.58,53.21
restaurant,Wilson Restaurant and Cafe,Newark,"147 Wilson Avenue, Newark",0.54,53.2
restaurant,Altas Horas Lanches,Newark,"266 Ferry Street, Newark",0.28,53.2
restaurant,Hamburguesas brasileñas,Newark,"Ferry St At, Niagara Street, Newark",0.28,53.2
restaurant,Sol-Mar Restaurant,Newark,"267 Ferry Street, Newark",0.3,53.2
restaurant,Campino Restaurant,Newark,"70 Jabez Street, Newark",0.85,53.2
restaurant,Mega Pizza,Newark,"596 Market Street Suite D, Newark",0.13,53.2
restaurant,Casa Nova Grill (Brazilian Rodízio),Newark,"264 Ferry Street, Newark",0.28,53.2
park,Riverbank Park,Newark,"Market St & VanBuren Street, Newark",0.07,53.2
restaurant,Keepers,Harrison,"1100 South 5th Street, Harrison",0.28,53.19
park,Harrison Riverfront Park,Harrison,"Cape May Street, Harrison",0.18,53.19
park,Newark Riverfront Park Boat Dock,Newark,"Unnamed Road, Newark",0.02,53.19
park,Newark Riverfront Park 727 Raymond Blvd Entrance,Newark,"Unnamed Road, Newark",,53.19
restaurant,Picnic BBQ,Newark,"233 Ferry Street, Newark",0.34,53.09
restaurant,Five Guys,Harrison,"701 Frank E Rodgers Boulevard South, Harrison",0.49,53.0
cafe,Doce de Leite Cafe,Newark,"31 Merchant Street, Newark",0.3,52.97
restaurant,Taqueria Morelos,Newark,"309 Lafayette Street, Newark",0.36,52.87
restaurant,McDonald's,Newark,"148 Ferry Street, Newark",0.22,52.85
restaurant,Dunkin',Newark,"139 1/2 Ferry Street, Newark",0.23,52.83
restaurant,Pao Da Terra LLC,Newark,"135 Ferry Street, Newark",0.22,52.83
restaurant,Brasilia Grill,Newark,"99 Monroe Street, Newark",0.26,52.83
restaurant,Hamburgao - Newark NJ,Newark,"288 Lafayette Street, Newark",0.36,52.83
park,Independence Park,Newark,"218 Van Buren Street, Newark",0.59,52.83
restaurant,Adega Grill,Newark,"130 Ferry Street, Newark",0.2,52.82
restaurant,Seabra's Marisqueira,Newark,"87 Madison Street, Newark",0.22,52.79
restaurant,Nasto's Ice Cream Co. — Old World Desserts,Newark,"236 Jefferson Street, Newark",0.64,52.72
restaurant,Mompou Tapas Bar & Restaurant,Newark,"77 Ferry Street, Newark",0.14,52.71
restaurant,SAGRES BAR AND GRILL,Newark,"Corner of Ferry and Prospect, 44 - 50 Prospect Street, Newark",0.14,52.7
restaurant,Casa Vasca,Newark,"141 Elm Street, Newark",0.39,52.69
restaurant,Spanish Tavern,Newark,"103 McWhorter Street A, Newark",0.39,52.68
restaurant,Dunkin',Newark,"3 Penn Plz E, Newark",0.01,52.67
restaurant,Fornos of Spain,Newark,"47 Ferry Street, Newark",0.12,52.66
restaurant,"Bello's Pub and Grill, Newark's First Gastropub",Newark,"376 Market Street, Newark",0.08,52.61
park,Peter Francisco Park,Newark,Newark,0.12,52.6
park,Mother Cabrini Park,Newark,Newark,0.06,52.59
restaurant,Dunkin' Donuts,Newark,"1 Raymond Plaza West, Newark",0.07,52.55
restaurant,Dunkin',Harrison,"420 Bergen Street, Harrison",0.74,52.49
restaurant,Gio Docinhos,Harrison,"111 Frank E Rodgers Boulevard South, Harrison",0.76,52.48
restaurant,QuickChek,Harrison,"400 Bergen Street, Harrison",0.71,52.48
park,Harrison Recreation Department,Harrison,"401 Warren Street, Harrison",0.75,52.48
park,Roosevelt Park,Harrison,"318 Harrison Avenue, Harrison",0.85,52.48
restaurant,Market Street Bar & Grill,Newark,"1048 Raymond Boulevard, Newark",0.04,52.42
restaurant,Gateway Bistro,Newark,"1 Gateway, Center Street, Newark",0.1,52.42
restaurant,Don Pepe Restaurant,Newark,"844 McCarter Highway, Newark",0.05,52.38
water,Pure Plus PH Water Store,Harrison,"701 Frank E Rodgers Blvd N, Harrison",1.18,52.38
park,The Notch,Newark,"24 Centre Place, Newark",0.22,52.37
restaurant,Dunkin',Newark,"3 Gateway Center, Newark",0.09,52.31
restaurant,Spanish Pavillion Restaurant,Harrison,"31 Harrison Avenue, Harrison",0.64,52.26
park,Military Park,Newark,"51 Park Place, Newark",0.12,52.11
park,Lombardy Park,Newark,Newark,0.44,52.11
restaurant,Starbucks,Newark,"687 Broad Street, Newark",0.07,52.1
restaurant,Deluxe Diner,Newark,"561 Broad Street, Newark",0.32,52.1
park,Harriet Tubman Square,Newark,"501-551 Broad Street, Newark",0.37,52.1
park,Monsignor Doane Park,Newark,Newark,0.25,52.1
bike_shop,Ebikes newark,Newark,"99 Halsey Street, Newark",0.12,52.08
restaurant,Starbucks,Newark,"350 Doctor Martin Luther King Junior Boulevard, Newark",0.4,52.08
restaurant,Dunkin',Newark,"707 Broad Street, Newark",0.03,52.08
restaurant,Black Swan Espresso - Specialty Coffee and Tea,Newark,"93 Halsey Street, Newark",0.13,52.08
park,Alice Ransom Dreyfuss Memorial Garden,Newark,Newark,0.41,52.08
park,Elizabeth Blume-Silverstein Plaza,Newark,"Doctor Hilda Hidalgo Way, Newark",0.27,52.08
restaurant,Dunkin',Newark,"150 Halsey St Prudential Plaza Mall, 1st Flr, Newark",0.08,52.04
restaurant,McDonald's,Newark,"772 Broad Street, Newark",0.01,51.97
park,Veterans Memorial Park,Newark,"W Market St & Wickliffe Street, Newark",0.59,51.93
restaurant,Dunkin',Newark,"188 Market Street, Newark",0.04,51.92
park,Championship Plaza,Newark,"232 Market Street, Newark",0.14,51.91
restaurant,Domino's Pizza,Newark,"98 Market Street, Newark",0.02,51.88
restaurant,Mrs. Fields Prudential Center,Newark,"146 Mulberry Street, Newark",0.12,51.86
bike_shop,Newark Bicycle Shop,Newark,"60 Branford Place, Newark",0.16,51.85
restaurant,Hobby's Delicatessen & Restaurant,Newark,"32 Branford Place #2723, Newark",0.1,51.85
park,Mulberry Commons,Newark,"Mulberry Street, Newark",0.21,51.84
park,Newark Recreation & Cultural,Newark,"94 William Street, Newark",0.25,51.73
park,Green Street Park,Newark,"Liberty Street, Newark",0.29,51.69
park,Newark Warrants Section Division,Newark,"Ralph A. Villani Memorial Building, 22 Franklin Street, Newark",0.07,51.66
park,Rodino Bldg,Newark,"970 Broad Street, Newark",0.05,51.55
restaurant,Suissa Bakery & Coffee Shop,Newark,"57 Pacific Street, Newark",0.52,51.45
restaurant,Papa Johns Pizza,Newark,"1013 Broad Street, Newark",0.03,51.4
restaurant,McDonald's,Newark,"561 McCarter Highway, Newark",0.19,51.35
restaurant,Meal Prep Mania,Newark,"149 Oliver Street, Newark",0.57,51.35
restaurant,Espetos Café,Newark,"438 Mulberry Street, Newark",0.31,51.32
restaurant,The Village Bar & Restaurant,Newark,"454 Mulberry Street, Newark",0.36,51.27
park,Lincoln Park,Newark,"7 Lincoln Park #5, Newark",0.04,51.21
park,Clinton Park,Newark,"Lincoln Park, Newark",0.02,51.14
restaurant,Vincent's Bar & Restaurant,Newark,"37-39 South Street, Newark",0.17,51.13
park,Raymond A. Brown Park,Newark,"2-24 Tichenor Lane, Newark",0.28,51.08
restaurant,Dunkin',Newark,"1118 Broad Street, Newark",0.19,51.07
restaurant,McDonald's,Newark,"101-115 Clinton Avenue, Newark",0.03,51.0
park,Jackson Park,Newark,"Pennsylvania Avenue, Newark",0.13,50.96
restaurant,Ambassador Fish and Chicken,Newark,"139 Clinton Avenue, Newark",0.03,50.95
restaurant,Hot Spot Diner,Newark,"17 Avenue A, Newark",0.45,50.92
park,Friendship Park,Newark,"781 Doctor Martin Luther King Junior Boulevard, Newark",0.07,50.92
park,Clinton Ave Park,Newark,"147-155 Clinton Avenue, Newark",0.02,50.91
restaurant,146 MILFORD AVE LLC,Newark,"40 Sherman Avenue, Newark",0.12,50.88
restaurant,Dunkin',Newark,"In Lukoil, 335 McCarter Highway, Newark",0.38,50.84
park,Harrison Park,Newark,"Spruce Street, Newark",0.24,50.82
park,Jesse Allen Park,Newark,"Muhammad Ali Avenue, Newark",0.2,50.71
park,Nat Turner Park,Newark,"251-289 18th Avenue, Newark",0.54,50.69
park,Waverly Park,Newark,Newark,0.63,50.68
restaurant,Roberto's Pizza,Newark,"125 Avon Avenue, Newark",0.41,50.66
park,Rabbit Hole Farm Newark,Newark,"38 Rose Terrace, Newark",0.74,50.62
restaurant,Tropical Brick Oven Pizza,Newark,"108 Avon Avenue, Newark",0.32,50.61
park,Chamblee Square Park,Newark,"556 Hunterdon Street, Newark",0.53,50.57
park,Parks & Grounds Warehouse,Newark,"62 Frelinghuysen Avenue #68, Newark",0.24,50.55
park,Hiker Park,Newark,"Clinton Avenue, Newark",0.25,50.49
park,Terrell James Park,Newark,"40 Johnson Avenue, Newark",0.11,50.46
park,Peshine Park,Newark,"418-420 Clinton Avenue, Newark",0.38,50.35
restaurant,Kings Family Restaurant & Catering,Newark,"557 Clinton Avenue, Newark",0.77,50.32
restaurant,New York Fried Chicken & Pizza,Newark,"514 Clinton Avenue, Newark",0.65,50.31
cafe,Coffee Express,Newark,"572 Clinton Avenue, Newark",0.8,50.29
restaurant,Heaven's Delite,Newark,"184 Elizabeth Avenue #2719, Newark",0.01,50.21
park,Schleifer Memorial Park,Newark,Newark,0.01,50.2
restaurant,E & S Original Steak-N-Take,Newark,"213 Elizabeth Avenue, Newark",0.01,50.15
park,Mildred Helms Park,Newark,"534-544 Clinton Avenue, Newark",0.69,50.14
restaurant,Ideal,Newark,"219 Frelinghuysen Avenue suite#872, Newark",0.18,50.1
restaurant,Dunkin',Newark,"226 Elizabeth Avenue #232, Newark",0.02,50.09
park,Badger Ave Park,Newark,"1 Belmont Runyon Way, Newark",0.37,50.08
restaurant,Jersey Fried Chicken,Newark,"289 Elizabeth Avenue, Newark",0.02,49.9
restaurant,Dunkin',Newark,"Newark Int'L Airport Newark Airport Rail Station, Newark",0.27,49.88
restaurant,White Castle,Newark,"307 Elizabeth Avenue, Newark",0.03,49.88
restaurant,Burger King,Newark,"308 Elizabeth Avenue, Newark",0.01,49.88
restaurant,Popeyes Louisiana Kitchen,Newark,"306 Elizabeth Avenue, Newark",0.01,49.88
park,Weequahic Park,Newark,"Elizabeth Ave &, Meeker Avenue, Newark",0.03,49.35
restaurant,Breakfast Boli,Newark,"26 International Airport St C Terminal, Newark",0.52,49.09
park,Weequahic Park,Newark,"1 Thomas Carmichael Dr, Newark",0.26,48.76
park,Weequahic Lake Trail,Newark,Newark,0.29,48.68
restaurant,Popeyes Louisiana Kitchen,Newark,"867 Frelinghuysen Avenue, Newark",0.02,48.28
park,Weston Park,Newark,"Hanford Street, Newark",0.09,48.18
restaurant,W.B. LAW COFFEE CO.,Newark,"3 Brewster Road, Newark",0.86,48.17
restaurant,McDonald's,Newark,"872-934 Frelinghuysen Avenue, Newark",0.03,48.13
restaurant,Starbucks,Newark,"6 Earhart Drive, Newark",0.91,48.09
restaurant,Starbucks,Newark,"3 Brewster Road, Newark",0.92,48.08
restaurant,MyOffice,Newark,"39 McClellan Street, Newark",0.06,48.07
restaurant,DUNKIN',Newark,"3 Brewster Road, Newark",0.88,48.05
restaurant,Dunkin',Newark,"Pre Security, 6 Earhart Drive, Newark",0.88,48.05
restaurant,Garden State Market,Newark,"3 Brewster Road, Newark",0.9,47.98
park,Sissleman Field,Elizabeth,Elizabeth,0.42,47.95
cafe,Bluestone Lane,Newark,"3 Brewster Road, Newark",0.94,47.93
park,Wilson Park,Elizabeth,Elizabeth,0.04,47.93
restaurant,Taberna Grill,Elizabeth,"1060 Sheridan Avenue, Elizabeth",0.19,47.91
restaurant,Tori's Tasty Treat Café,Hillside,"236 Hollywood Avenue, Hillside",0.99,47.86
restaurant,Snack Mania Brazilian Delights,Elizabeth,"1091 Alina Street, Elizabeth",0.33,47.79
park,Coakley Circle,Elizabeth,"1001-1029 Van Buren Avenue, Elizabeth",0.62,47.76
restaurant,Dunkin',Elizabeth,"920 Newark Avenue, Elizabeth",0.03,47.7
restaurant,Golden Garden Restaurant,Elizabeth,"1033 North Broad Street, Elizabeth",0.49,47.69
park,Kenah Field,Elizabeth,Elizabeth,0.17,47.68
restaurant,The Lobby NJ,Elizabeth,"821 Spring Street, Elizabeth",0.71,47.57
park,Kellogg Park,Elizabeth,"1145 Fanny Street, Elizabeth",0.23,47.57
restaurant,McDonald's,Elizabeth,"819 North Avenue East, Elizabeth",0.96,47.52
restaurant,Jade Garden restaurant,Elizabeth,"1041 North Avenue, Elizabeth",0.5,47.51
park,Crane Square,Elizabeth,"814 Newark Avenue, Elizabeth",0.01,47.51
restaurant,Dreams Restaurant American Ecuadorian & Colombian Food,Elizabeth,"1036 North Avenue, Elizabeth",0.52,47.48
restaurant,Roc's Café,Elizabeth,"1020 North Avenue, Elizabeth",0.56,47.48
restaurant,Algarve Barbeque,Elizabeth,"756 Jackson Avenue, Elizabeth",0.5,47.48
restaurant,Taqueria Los Güeros,Elizabeth,"705 Spring Street, Elizabeth",0.67,47.38
restaurant,New China kitchen,Elizabeth,"701 Spring Street # 7, Elizabeth",0.68,47.38
restaurant,Dunkin',Elizabeth,"701 Spring Street, Elizabeth",0.68,47.36
restaurant,Herbalife MLM FEEL GREAT NUTRITION CENTER,Elizabeth,"1087 Louisa Street, Elizabeth",0.35,47.34
restaurant,Burger King,Elizabeth,"669 Spring Street, Elizabeth",0.68,47.33
restaurant,Algarve Restaurant,Elizabeth,"658 Van Buren Avenue, Elizabeth",0.57,47.32
restaurant,Valenca Restaurant,Elizabeth,"665 Monroe Avenue, Elizabeth",0.38,47.31
restaurant,Pizza Hut,Elizabeth,"655 Newark Avenue, Elizabeth",0.04,47.23
restaurant,Great Wall Chinese Restaurant,Elizabeth,"655 Newark Avenue #3, Elizabeth",0.04,47.23
restaurant,Wawa,Elizabeth,"595 Spring Street, Elizabeth",0.69,47.17
park,Fairmount Park,Elizabeth,"Fairmount Park, 1151 Fairmount Avenue, Elizabeth",0.17,47.17
restaurant,Sonic Drive-In,Elizabeth,"573 Spring Street, Elizabeth",0.69,47.1
park,LUCKY AQUATIC BAMBOO,Elizabeth,"601 Salem Avenue, Elizabeth",0.14,47.07
park,L. RON HUBBARD PARK,Elizabeth,"N Broad St &, Salem Avenue, Elizabeth",0.06,47.02
restaurant,Jersey Mike's Subs,Elizabeth,"505 North Broad Street, Elizabeth",0.03,46.88
restaurant,Taco Bell,Elizabeth,"512 North Broad Street, Elizabeth",0.02,46.86
restaurant,IHOP,Elizabeth,"465 North Broad Street, Elizabeth",0.02,46.84
park,Jefferson Park,Elizabeth,"441-487 Jefferson Avenue, Elizabeth",0.27,46.76
restaurant,Dunkin',Elizabeth,"454 Spring Street, Elizabeth",0.61,46.75
park,Leggett Park,Elizabeth,"435 Monroe Avenue, Elizabeth",0.4,46.75
bike_shop,"New Jersey Cycles, Inc.",Elizabeth,"421 North Broad Street, Elizabeth",0.02,46.71
park,Military Square,Elizabeth,"6 Prince Street # O, Elizabeth",0.01,46.64
park,Phil Rizzuto Park,Elizabeth,"&, North Ave, Elizabeth",0.7,46.61
restaurant,Tropicana Diner and Bakery,Elizabeth,"545 Morris Avenue, Elizabeth",0.47,46.61
park,Wendy's Garden,Elizabeth,"329 Irvington Avenue, Elizabeth",0.22,46.59
restaurant,Dunkin',Elizabeth,"370 Morris Avenue, Elizabeth",0.22,46.55
restaurant,La Fogata Restaurant,Elizabeth,"336 Morris Avenue, Elizabeth",0.16,46.52
restaurant,El RinconcitoColombian Restaurante Cafeteria,Elizabeth,"45-47 Westfield Avenue, Elizabeth",0.13,46.49
restaurant,Brisas Bakery & Restaurant,Elizabeth,"262 Morris Avenue, Elizabeth",0.05,46.43
restaurant,Antojitos y más Express,Elizabeth,"98 Westfield Avenue, Elizabeth",0.28,46.43
restaurant,First Republic Lounge & Restaurant,Elizabeth,"1204 East Grand Street, Elizabeth",0.04,46.29
park,Holland Playfield & Skatepark,Elizabeth,Elizabeth,0.58,46.24
park,Red Robinson Park,Elizabeth,"165 Catherine Street, Elizabeth",0.39,46.23
restaurant,Latinos Coffee Shop,Elizabeth,"1172 East Jersey Street, Elizabeth",0.02,46.21
cafe,to go,Elizabeth,"1101 East Jersey Street, Elizabeth",0.18,46.18
restaurant,McDonald's,Elizabeth,"33 Broad Street, Elizabeth",0.02,46.08
park,Scott Park,Elizabeth,Elizabeth,0.19,46.08
park,Cancha,Elizabeth,"44 Prospect Street, Elizabeth",0.33,46.07
cafe,Cozy Kafe,Elizabeth,"20 Winfield Scott Plaza, Elizabeth",0.17,46.05
restaurant,Halal Central Diner,Elizabeth,"14 Jefferson Avenue, Elizabeth",0.08,46.04
restaurant,Dolce,Elizabeth,"17 Broad Street, Elizabeth",0.01,46.04
restaurant,Coffee House,Elizabeth,"1089 Elizabeth Avenue, Elizabeth",0.21,46.01
restaurant,McDonald's,Elizabeth,"420-34 U.S. Route 1, Elizabeth",0.58,45.99
cafe,Jumpstart Cafe,Elizabeth,"12 Bridge Street, Elizabeth",0.2,45.99
restaurant,Domino's Pizza,Elizabeth,"1090 Elizabeth Avenue, Elizabeth",0.21,45.99
restaurant,Panda Kitchen,Elizabeth,"1094 Elizabeth Avenue, Elizabeth",0.2,45.99
restaurant,L'AREPA,Elizabeth,"1176 Elizabeth Avenue, Elizabeth",0.03,45.99
restaurant,Little Caesars Pizza,Elizabeth,"1114 Elizabeth Avenue, Elizabeth",0.14,45.99
park,Williams Field - Elizabeth HS baseball,Elizabeth,"601-635 Summer Street, Elizabeth",0.72,45.99
park,Elizabeth River Trail,Elizabeth,"Elizabeth River Trail Phase I, Elizabeth",0.11,45.99
park,Olympia Square,Elizabeth,"Elizabeth Avenue, Elizabeth",0.55,45.99
park,Elizabeth River Parkway,Elizabeth,Elizabeth,0.74,45.99
park,Park,Elizabeth,"201-299 Christine Street, Elizabeth",0.67,45.99
park,Sheridan Park,Elizabeth,Elizabeth,0.13,45.97
restaurant,Dunkin',Elizabeth,"211 South Broad Street, Elizabeth",0.18,45.92
park,Union County Park Operations,Elizabeth,"10 Elizabethtown Plaza, Elizabeth",0.03,45.89
cafe,Protein Town Nutrition,Elizabeth,"302 Washington Avenue, Elizabeth",0.24,45.64
restaurant,Michelinos,Elizabeth,"169 Washington Avenue, Elizabeth",0.22,45.64
restaurant,Portugal Express,Elizabeth,"460 South Broad Street, Elizabeth",0.58,45.64
park,Caldwell Park,Elizabeth,"Dehart Place, Elizabeth",0.12,45.58
restaurant,PieZano's Pizza Kitchen,Elizabeth,"837 Grove Street, Elizabeth",0.33,45.57
restaurant,Pizza Express,Elizabeth,"281 Westfield Avenue, Elizabeth",0.56,45.55
restaurant,Dunkin',Elizabeth,"236 Rahway Avenue, Elizabeth",0.03,45.54
restaurant,Papa Johns Pizza,Elizabeth,"312 Rahway Avenue, Elizabeth",0.02,45.48
